"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"hmga2","HMGA2","ENSG00000149948","This gene encodes a protein that belongs to the non-histone chromosomal high mobility group (HMG) protein family. HMG proteins function as architectural factors and are essential components of the enhancesome. This protein contains structural DNA-binding domains and may act as a transcriptional regulating factor. Identification of the deletion, amplification, and rearrangement of this gene that are associated with myxoid liposarcoma suggests a role in adipogenesis and mesenchymal differentiation. A gene knock out study of the mouse counterpart demonstrated that this gene is involved in diet-induced obesity. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]","                                            HMGA2 (High Mobility Group AT-Hook 2) is a Protein Coding gene.                                            Diseases associated with HMGA2 include Silver-Russell Syndrome 5 and Salivary Gland Adenoma, Pleomorphic.                                            Among its related pathways are Transcriptional misregulation in cancer and Chromatin Regulation / Acetylation.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific.                                            An important paralog of this gene is LYRM4.","Functions as a transcriptional regulator. Functions in cell cycle regulation through CCNA2. Plays an important role in chromosome condensation during the meiotic G2/M transition of spermatocytes. Plays a role in postnatal myogenesis, is involved in satellite cell activation (By similarity).
                         HMGA2_HUMAN,P52926
                         ","Wed Sep 09 08:45:27 2020"
"hmga2","HMGA2-AS1","NA","                                            HMGA2-AS1 (HMGA2 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            HMGA2-AS1 (HMGA2 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:27 2020"
"hmga2","HMGA1","ENSG00000137309","This gene encodes a chromatin-associated protein involved in the regulation of gene transcription, integration of retroviruses into chromosomes, and the metastatic progression of cancer cells. The encoded protein preferentially binds to the minor groove of AT-rich regions in double-stranded DNA. Multiple transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene have been identified on multiple chromosomes. [provided by RefSeq, Jan 2016]","                                            HMGA1 (High Mobility Group AT-Hook 1) is a Protein Coding gene.                                            Diseases associated with HMGA1 include Diabetes Mellitus, Noninsulin-Dependent and Rare Diabetes Mellitus Type 2.                                            Among its related pathways are Preimplantation Embryo and IL4-mediated signaling events.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and nuclear receptor transcription coactivator activity.                                            ","HMG-I/Y bind preferentially to the minor groove of A+T rich regions in double-stranded DNA. It is suggested that these proteins could function in nucleosome phasing and in the 3'-end processing of mRNA transcripts. They are also involved in the transcription regulation of genes containing, or in close proximity to A+T-rich regions.
                         HMGA1_HUMAN,P17096
                         ","Wed Sep 09 08:45:28 2020"
"hmga2","MSRB3","ENSG00000174099","The protein encoded by this gene catalyzes the reduction of methionine sulfoxide to methionine. This enzyme acts as a monomer and requires zinc as a cofactor. Several transcript variants encoding two different isoforms have been found for this gene. One of the isoforms localizes to mitochondria while the other localizes to endoplasmic reticula. [provided by RefSeq, Jul 2010]","                                            MSRB3 (Methionine Sulfoxide Reductase B3) is a Protein Coding gene.                                            Diseases associated with MSRB3 include Deafness, Autosomal Recessive 74 and Autosomal Recessive Non-Syndromic Sensorineural Deafness Type Dfnb.                                            Among its related pathways are Protein repair and Metabolism of proteins.                                            Gene Ontology (GO) annotations related to this gene include peptide-methionine (R)-S-oxide reductase activity.                                            An important paralog of this gene is MSRB2.","Catalyzes the reduction of free and protein-bound methionine sulfoxide to methionine. Isoform 2 is essential for hearing.
                         MSRB3_HUMAN,Q8IXL7
                         ","Wed Sep 09 08:45:29 2020"
"hmga2","RPSAP52","ENSG00000241749","                                            RPSAP52 (Ribosomal Protein SA Pseudogene 52) is a Pseudogene.                                                                                                                                                                                ","                                            RPSAP52 (Ribosomal Protein SA Pseudogene 52) is a Pseudogene.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:30 2020"
"hmga2","RAD51B","ENSG00000182185","The protein encoded by this gene is a member of the RAD51 protein family. RAD51 family members are evolutionarily conserved proteins essential for DNA repair by homologous recombination. This protein has been shown to form a stable heterodimer with the family member RAD51C, which further interacts with the other family members, such as RAD51, XRCC2, and XRCC3. Overexpression of this gene was found to cause cell cycle G1 delay and cell apoptosis, which suggested a role of this protein in sensing DNA damage. Rearrangements between this locus and high mobility group AT-hook 2 (HMGA2, GeneID 8091) have been observed in uterine leiomyomata. [provided by RefSeq, Mar 2016]","                                            RAD51B (RAD51 Paralog B) is a Protein Coding gene.                                            Diseases associated with RAD51B include Leiomyoma and Leiomyoma, Uterine.                                            Among its related pathways are Homologous DNA Pairing and Strand Exchange and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include nucleotide binding and single-stranded DNA binding.                                            An important paralog of this gene is RAD51C.","Involved in the homologous recombination repair (HRR) pathway of double-stranded DNA breaks arising during DNA replication or induced by DNA-damaging agents. May promote the assembly of presynaptic RAD51 nucleoprotein filaments. Binds single-stranded DNA and double-stranded DNA and has DNA-dependent ATPase activity. Part of the RAD21 paralog protein complex BCDX2 which acts in the BRCA1-BRCA2-dependent HR pathway. Upon DNA damage, BCDX2 acts downstream of BRCA2 recruitment and upstream of RAD51 recruitment. BCDX2 binds predominantly to the intersection of the four duplex arms of the Holliday junction and to junction of replication forks. The BCDX2 complex was originally reported to bind single-stranded DNA, single-stranded gaps in duplex DNA and specifically to nicks in duplex DNA. The BCDX2 subcomplex RAD51B:RAD51C exhibits single-stranded DNA-dependent ATPase activity suggesting an involvement in early stages of the HR pathway.
                         RA51B_HUMAN,O15315
                         ","Wed Sep 09 08:45:32 2020"
"hmga2","MIRLET7C","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIRLET7C (MicroRNA Let-7c) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIRLET7C include Leiomyoma, Uterine and Burkitt Lymphoma.                                            Among its related pathways are MicroRNAs in cancer and Metastatic brain tumor.                                                                                        ","let-7 microRNA precursor
                        RF00027
                        ","Wed Sep 09 08:45:34 2020"
"hmga2","FH","ENSG00000091483","The protein encoded by this gene is an enzymatic component of the tricarboxylic acid (TCA) cycle, or Krebs cycle, and catalyzes the formation of L-malate from fumarate. It exists in both a cytosolic form and an N-terminal extended form, differing only in the translation start site used. The N-terminal extended form is targeted to the mitochondrion, where the removal of the extension generates the same form as in the cytoplasm. It is similar to some thermostable class II fumarases and functions as a homotetramer. Mutations in this gene can cause fumarase deficiency and lead to progressive encephalopathy. [provided by RefSeq, Jul 2008]","                                            FH (Fumarate Hydratase) is a Protein Coding gene.                                            Diseases associated with FH include Fumarase Deficiency and Hereditary Leiomyomatosis And Renal Cell Cancer.                                            Among its related pathways are Citrate cycle (TCA cycle) and ErbB signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include lyase activity and fumarate hydratase activity.                                            An important paralog of this gene is ASL.","Catalyzes the reversible stereospecific interconversion of fumarate to L-malate (PubMed:30761759). Experiments in other species have demonstrated that specific isoforms of this protein act in defined pathways and favor one direction over the other (Probable).
                         FUMH_HUMAN,P07954
                         ","Wed Sep 09 08:45:35 2020"
"hmga2","LLPH","ENSG00000139233","                                            LLPH (LLP Homolog, Long-Term Synaptic Facilitation Factor) is a Protein Coding gene.                                            Diseases associated with LLPH include Croup and Deafness, Autosomal Recessive 74.                                                                                                                                    ","                                            LLPH (LLP Homolog, Long-Term Synaptic Facilitation Factor) is a Protein Coding gene.                                            Diseases associated with LLPH include Croup and Deafness, Autosomal Recessive 74.                                                                                                                                    ","In hippocampal neurons, regulates dendritic and spine growth and synaptic transmission.
                         LLPH_HUMAN,Q9BRT6
                         ","Wed Sep 09 08:45:38 2020"
"hmga2","ENSG00000256083","NA","                                            ENSG00000256083  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000256083  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:40 2020"
